"order","date","customer","item","amount","quantity","price"
"11110029567","2020/03/03","11ELECOM16434","605",0,1,0
"11110029567","2020/03/03","11ELECOM16434","815",0,1,0
"11110029567","2020/03/03","11ELECOM16434","50711",0,1,0
"11110029567","2020/03/03","11ELECOM16434","810",0,1,0
"11110029567","2020/03/03","11ELECOM16434","808",0,1,0
"11110029569","2020/03/03","11ELECOM16436","50822",24.17,1,24.17
"11110029570","2020/03/03","11ELECOM16435","48819",82.5,1,82.5
"11110029570","2020/03/03","11ELECOM16435","815",0,1,0
"11110029570","2020/03/03","11ELECOM16435","487",0,1,0
"11110029570","2020/03/03","11ELECOM16435","809",0,1,0
"11110029570","2020/03/03","11ELECOM16435","174",29.17,1,29.17
"11110029570","2020/03/03","11ELECOM16435","815",0,1,0
"11110029570","2020/03/03","11ELECOM16435","487",0,1,0
"11110029573","2020/03/03","11ELECOM16437","48904",56.67,1,56.67
"11110029573","2020/03/03","11ELECOM16437","605",0,1,0
"11110029573","2020/03/03","11ELECOM16437","810",0,1,0
"11110029573","2020/03/03","11ELECOM16437","815",0,1,0
"11110029572","2020/03/03","11ELECOM16438","48819",82.5,1,82.5
"11110029572","2020/03/03","11ELECOM16438","50539",0,1,0
"11110029572","2020/03/03","11ELECOM16438","605",0,1,0
"11110029572","2020/03/03","11ELECOM16438","815",0,1,0
"11110029574","2020/03/03","11ELECOM16439","48842",100.83,1,100.83
"11110029574","2020/03/03","11ELECOM16439","815",0,1,0
"11110029574","2020/03/03","11ELECOM16439","50711",0,1,0
"11110029574","2020/03/03","11ELECOM16439","50444",0,1,0
"11110029574","2020/03/03","11ELECOM16439","809",0,1,0
"11110029574","2020/03/03","11ELECOM16439","605",0,1,0
"11110029575","2020/03/03","11ELECOM16441","48872",14,1,14
"11110029577","2020/03/03","11ELECOM16440","48814",28.75,1,28.75
"11110029580","2020/03/03","11ELECOM16442","48813",32.08,1,32.08
"11110029580","2020/03/03","11ELECOM16442","839",0,1,0
"11110029581","2020/03/03","11ELECOM16443","302",18.75,1,18.75
"11110029581","2020/03/03","11ELECOM16443","281",25,1,25
"11110029581","2020/03/03","11ELECOM16443","815",0,1,0
"11110029585","2020/03/03","11ELECOM16072","274",79.17,1,79.17
"11110029585","2020/03/03","11ELECOM16072","605",0,1,0
"11110029585","2020/03/03","11ELECOM16072","50711",0,1,0
"11110029585","2020/03/03","11ELECOM16072","50444",0,1,0
"11110029583","2020/03/03","11ELECOM16444","189",40.83,1,40.83
"11110029583","2020/03/03","11ELECOM16444","48821",57.08,1,57.08
"11110029583","2020/03/03","11ELECOM16444","605",0,1,0
"11110029583","2020/03/03","11ELECOM16444","815",0,1,0
"11110029583","2020/03/03","11ELECOM16444","810",0,1,0
"11110029583","2020/03/03","11ELECOM16444","839",0,1,0
"11110029583","2020/03/03","11ELECOM16444","487",0,1,0
"11110029586","2020/03/03","11ELECOM16445","48818",45.42,1,45.42
"11110029586","2020/03/03","11ELECOM16445","48872",14,1,14
"11110029586","2020/03/03","11ELECOM16445","808",0,1,0
"11110029586","2020/03/03","11ELECOM16445","810",0,1,0
"11110029586","2020/03/03","11ELECOM16445","50711",0,1,0
"11110029587","2020/03/03","11ELECOM16381","48915",33.33,1,33.33
"11110029587","2020/03/03","11ELECOM16381","815",0,1,0
"11110029587","2020/03/03","11ELECOM16381","213",18.75,1,18.75
"11110029587","2020/03/03","11ELECOM16381","810",0,1,0
"11110029587","2020/03/03","11ELECOM16381","839",0,1,0
"11110029587","2020/03/03","11ELECOM16381","605",0,1,0
"11110029582","2020/03/03","11ELECOM3092","713",24.58,1,24.58
"11110029582","2020/03/03","11ELECOM3092","769",5,1,5
"11110029588","2020/03/03","11ELECOM16446","50820",40,2,20
"11110029588","2020/03/03","11ELECOM16446","839",0,1,0
"11110029588","2020/03/03","11ELECOM16446","50821",15,1,15
"11110029588","2020/03/03","11ELECOM16446","605",0,1,0
"11110029588","2020/03/03","11ELECOM16446","815",0,1,0
"11110029589","2020/03/03","11ELECOM13437","48866",40.83,1,40.83
"11110029589","2020/03/03","11ELECOM13437","50711",0,1,0
"11110029589","2020/03/03","11ELECOM13437","48814",28.75,1,28.75
"11110029589","2020/03/03","11ELECOM13437","839",0,1,0
"11110029589","2020/03/03","11ELECOM13437","815",0,1,0
"11110029589","2020/03/03","11ELECOM13437","487",0,1,0
"11110029589","2020/03/03","11ELECOM13437","48869",20,1,20
"11110029589","2020/03/03","11ELECOM13437","50711",0,1,0
"11110029589","2020/03/03","11ELECOM13437","839",0,1,0
"11110029589","2020/03/03","11ELECOM13437","815",0,1,0
"11110029589","2020/03/03","11ELECOM13437","810",0,1,0
"11110029589","2020/03/03","11ELECOM13437","50444",0,1,0
"11110029591","2020/03/03","11ELECOM5855","189",40.83,1,40.83
"11110029591","2020/03/03","11ELECOM5855","605",0,1,0
"11110029593","2020/03/03","11ELECOM16349","48901",165.83,1,165.83
"11110029593","2020/03/03","11ELECOM16349","50711",0,1,0
"11110029593","2020/03/03","11ELECOM16349","605",0,1,0
"11110029593","2020/03/03","11ELECOM16349","815",0,1,0
"11110029593","2020/03/03","11ELECOM16349","810",0,1,0
"11110029593","2020/03/03","11ELECOM16349","487",0,1,0
"11110029595","2020/03/03","11ELECOM16447","48844",70.83,1,70.83
"11110029595","2020/03/03","11ELECOM16447","197",38.33,1,38.33
"11110029595","2020/03/03","11ELECOM16447","605",0,1,0
"11110029595","2020/03/03","11ELECOM16447","839",0,1,0
"11110029595","2020/03/03","11ELECOM16447","810",0,1,0
"11110029595","2020/03/03","11ELECOM16447","815",0,1,0
"11110029595","2020/03/03","11ELECOM16447","50539",0,1,0
"11110029596","2020/03/03","11ELECOM16448","48857",145.83,1,145.83
"11110029596","2020/03/03","11ELECOM16448","839",0,1,0
"11110029596","2020/03/03","11ELECOM16448","50711",0,1,0
"11110029596","2020/03/03","11ELECOM16448","605",0,1,0
"11110029596","2020/03/03","11ELECOM16448","809",0,1,0
"11110029596","2020/03/03","11ELECOM16448","815",0,1,0
"11110029597","2020/03/03","11ELECOM13399","48904",56.67,1,56.67
"11110029597","2020/03/03","11ELECOM13399","605",0,1,0
"11110029597","2020/03/03","11ELECOM13399","50711",0,1,0
"11110029597","2020/03/03","11ELECOM13399","815",0,1,0
"11110029598","2020/03/03","11ELECOM16449","48847",44.17,1,44.17
"11110029598","2020/03/03","11ELECOM16449","50711",0,1,0
"11110029599","2020/03/03","11ELECOM16349","48901",165.83,1,165.83
"11110029599","2020/03/03","11ELECOM16349","605",0,1,0
"11110029599","2020/03/03","11ELECOM16349","50711",0,1,0
"11110029599","2020/03/03","11ELECOM16349","815",0,1,0
"11110029599","2020/03/03","11ELECOM16349","810",0,1,0
"11110029599","2020/03/03","11ELECOM16349","487",0,1,0
"11110029600","2020/03/03","11ELECOM11455","48813",32.08,1,32.08
"11110029600","2020/03/03","11ELECOM11455","605",0,1,0
"11110029601","2020/03/03","11ELECOM12567","48816",28.75,1,28.75
"11110029601","2020/03/03","11ELECOM12567","839",0,1,0
"11110029603","2020/03/03","11ELECOM16450","231",34.58,1,34.58
"11110029603","2020/03/03","11ELECOM16450","810",0,1,0
"11110029604","2020/03/03","11ELECOM16451","48814",28.75,1,28.75
"11110029606","2020/03/03","11ELECOM13364","231",34.58,1,34.58
"11110029606","2020/03/03","11ELECOM13364","189",40.83,1,40.83
"11110029612","2020/03/03","11ELECOM16452","48817",30,1,30
"11110029612","2020/03/03","11ELECOM16452","605",0,1,0
"11110029613","2020/03/03","11ELECOM16453","48901",165.83,1,165.83
"11110029613","2020/03/03","11ELECOM16453","605",0,1,0
"11110029613","2020/03/03","11ELECOM16453","50539",0,1,0
"11110029613","2020/03/03","11ELECOM16453","839",0,1,0
"11110029613","2020/03/03","11ELECOM16453","487",0,1,0
"11110029613","2020/03/03","11ELECOM16453","810",0,1,0
"11110029614","2020/03/03","11ELECOM16455","48813",32.08,1,32.08
"11110029614","2020/03/03","11ELECOM16455","487",0,1,0
"11110029616","2020/03/03","11ELECOM16456","231",34.58,1,34.58
"11110029616","2020/03/03","11ELECOM16456","184",35,1,35
"11110029616","2020/03/03","11ELECOM16456","605",0,1,0
"11110029616","2020/03/03","11ELECOM16456","815",0,1,0
"11110029616","2020/03/03","11ELECOM16456","809",0,1,0
"11110029617","2020/03/03","11ELECOM16458","48873",104.17,1,104.17
"11110029617","2020/03/03","11ELECOM16458","605",0,1,0
"11110029617","2020/03/03","11ELECOM16458","50444",0,1,0
"11110029617","2020/03/03","11ELECOM16458","839",0,1,0
"11110029617","2020/03/03","11ELECOM16458","50711",0,1,0
"11110029617","2020/03/03","11ELECOM16458","50539",0,1,0
"11110029618","2020/03/03","11ELECOM2917","243",25,1,25
"11110029618","2020/03/03","11ELECOM2917","487",0,1,0
"11110029618","2020/03/03","11ELECOM2917","184",35,1,35
"11110029618","2020/03/03","11ELECOM2917","810",0,1,0
"11110029618","2020/03/03","11ELECOM2917","50711",0,1,0
"11110029618","2020/03/03","11ELECOM2917","50539",0,1,0
"11110029620","2020/03/03","11ELECOM16414","48871",20.83,1,20.83
"11110029620","2020/03/03","11ELECOM16414","48870",13.33,1,13.33
"11110029620","2020/03/03","11ELECOM16414","605",0,1,0
"11110029620","2020/03/03","11ELECOM16414","470",0,1,0
"11110029623","2020/03/03","11ELECOM16459","262",25,1,25
"11110029623","2020/03/03","11ELECOM16459","50818",20,1,20
"11110029623","2020/03/03","11ELECOM16459","50539",0,1,0
"11110029622","2020/03/03","11ELECOM16460","48809",47.46,1,47.46
"11110029622","2020/03/03","11ELECOM16460","183",31.67,1,31.67
"11110029622","2020/03/03","11ELECOM16460","815",0,1,0
"11110029622","2020/03/03","11ELECOM16460","810",0,1,0
"11110029622","2020/03/03","11ELECOM16460","605",0,1,0
"11110029625","2020/03/03","11ELECOM16461","48804",70,2,35
"11110029625","2020/03/03","11ELECOM16461","50539",0,2,0
"11110029625","2020/03/03","11ELECOM16461","50711",0,1,0
"11110029626","2020/03/03","11ELECOM16462","48813",32.08,1,32.08
"11110029626","2020/03/03","11ELECOM16462","605",0,1,0
"11110029628","2020/03/03","11ELECOM16463","48814",28.75,1,28.75
"11110029628","2020/03/03","11ELECOM16463","289",60.83,1,60.83
"11110029628","2020/03/03","11ELECOM16463","605",0,1,0
"11110029628","2020/03/03","11ELECOM16463","50711",0,1,0
"11110029628","2020/03/03","11ELECOM16463","50539",0,1,0
"11110029628","2020/03/03","11ELECOM16463","810",0,1,0
"11110029628","2020/03/03","11ELECOM16463","815",0,1,0
"11110029629","2020/03/03","11ELECOM16464","48819",82.5,1,82.5
"11110029629","2020/03/03","11ELECOM16464","50711",0,1,0
"11110029629","2020/03/03","11ELECOM16464","809",0,1,0
"11110029629","2020/03/03","11ELECOM16464","808",0,1,0
"11110029629","2020/03/03","11ELECOM16464","197",38.33,1,38.33
"11110029629","2020/03/03","11ELECOM16464","605",0,1,0
"11110029629","2020/03/03","11ELECOM16464","50711",0,1,0
"11110029629","2020/03/03","11ELECOM16464","809",0,1,0
"11110029629","2020/03/03","11ELECOM16464","815",0,1,0
"11110029629","2020/03/03","11ELECOM16464","808",0,1,0
"11110029471","2020/03/03","11ELECOM1818","598",0,1,0
"11110029471","2020/03/03","11ELECOM1818","487",0,1,0
"11110029471","2020/03/03","11ELECOM1818","605",0,1,0
"11110029471","2020/03/03","11ELECOM1818","839",0,1,0
"11110029479","2020/03/03","11ELECOM16380","807",0,1,0
"11110029525","2020/03/03","11ELECOM16408","804",0,1,0
"11110029631","2020/04/03","11ELECOM16465","48816",28.75,1,28.75
"11110029631","2020/04/03","11ELECOM16465","50711",0,1,0
"11110029633","2020/04/03","11ELECOM16467","48844",70.83,1,70.83
"11110029633","2020/04/03","11ELECOM16467","815",0,1,0
"11110029633","2020/04/03","11ELECOM16467","810",0,1,0
"11110029633","2020/04/03","11ELECOM16467","808",0,1,0
"11110029635","2020/04/03","11ELECOM16469","48805",41.67,1,41.67
"11110029635","2020/04/03","11ELECOM16469","50764",28.33,1,28.33
"11110029635","2020/04/03","11ELECOM16469","40401",14.58,1,14.58
"11110029635","2020/04/03","11ELECOM16469","815",0,1,0
"11110029635","2020/04/03","11ELECOM16469","605",0,1,0
"11110029635","2020/04/03","11ELECOM16469","50539",0,1,0
"11110029635","2020/04/03","11ELECOM16469","50711",0,1,0
"11110029635","2020/04/03","11ELECOM16469","809",0,1,0
"11110029636","2020/04/03","11ELECOM16470","48816",28.75,1,28.75
"11110029636","2020/04/03","11ELECOM16470","50764",28.33,1,28.33
"11110029636","2020/04/03","11ELECOM16470","50444",0,1,0
"11110029636","2020/04/03","11ELECOM16470","50539",0,1,0
"11110029636","2020/04/03","11ELECOM16470","815",0,1,0
"11110029637","2020/04/03","11ELECOM2279","213",18.75,1,18.75
"11110029638","2020/04/03","11ELECOM5871","805",23.75,1,23.75
"11110029638","2020/04/03","11ELECOM5871","819",20,1,20
"11110029638","2020/04/03","11ELECOM5871","341",32.08,1,32.08
"11110029638","2020/04/03","11ELECOM5871","40200",15.83,1,15.83
"11110029638","2020/04/03","11ELECOM5871","243",25,1,25
"11110029638","2020/04/03","11ELECOM5871","173",32.92,1,32.92
"11110029638","2020/04/03","11ELECOM5871","50444",0,1,0
"11110029638","2020/04/03","11ELECOM5871","50711",0,1,0
"11110029638","2020/04/03","11ELECOM5871","839",0,1,0
"11110029638","2020/04/03","11ELECOM5871","487",0,1,0
"11110029638","2020/04/03","11ELECOM5871","50539",0,1,0
"11110029639","2020/04/03","11ELECOM5781","48861",55.83,1,55.83
"11110029639","2020/04/03","11ELECOM5781","810",0,1,0
"11110029639","2020/04/03","11ELECOM5781","50539",0,1,0
"11110029639","2020/04/03","11ELECOM5781","839",0,1,0
"11110029642","2020/04/03","11ELECOM14513","48814",28.75,1,28.75
"11110029642","2020/04/03","11ELECOM14513","605",0,1,0
"11110029644","2020/04/03","11ELECOM15020","48863",25,1,25
"11110029644","2020/04/03","11ELECOM15020","50711",0,1,0
"11110029645","2020/04/03","11ELECOM16471","241",51.67,1,51.67
"11110029645","2020/04/03","11ELECOM16471","50711",0,1,0
"11110029645","2020/04/03","11ELECOM16471","605",0,1,0
"11110029645","2020/04/03","11ELECOM16471","487",0,1,0
"11110029646","2020/04/03","11ELECOM16473","48821",57.08,1,57.08
"11110029646","2020/04/03","11ELECOM16473","810",0,1,0
"11110029646","2020/04/03","11ELECOM16473","815",0,1,0
"11110029646","2020/04/03","11ELECOM16473","487",0,1,0
"11110029647","2020/04/03","11ELECOM8062","174",29.17,1,29.17
"11110029647","2020/04/03","11ELECOM8062","166",18.75,1,18.75
"11110029647","2020/04/03","11ELECOM8062","839",0,1,0
"11110029647","2020/04/03","11ELECOM8062","179",24.58,1,24.58
"11110029647","2020/04/03","11ELECOM8062","50711",0,1,0
"11110029647","2020/04/03","11ELECOM8062","50539",0,1,0
"11110029647","2020/04/03","11ELECOM8062","40200",15.83,1,15.83
"11110029647","2020/04/03","11ELECOM8062","815",0,1,0
"11110029650","2020/04/03","11ELECOM16475","48872",14,1,14
"11110029650","2020/04/03","11ELECOM16475","841",7.67,1,7.67
"11110029650","2020/04/03","11ELECOM16475","520",7.08,1,7.08
"11110029652","2020/04/03","11ELECOM1983","48827",52.08,1,52.08
"11110029652","2020/04/03","11ELECOM1983","839",0,1,0
"11110029652","2020/04/03","11ELECOM1983","605",0,1,0
"11110029652","2020/04/03","11ELECOM1983","815",0,1,0
"11110029652","2020/04/03","11ELECOM1983","179",24.58,1,24.58
"11110029652","2020/04/03","11ELECOM1983","48861",55.83,1,55.83
"11110029652","2020/04/03","11ELECOM1983","605",0,1,0
"11110029652","2020/04/03","11ELECOM1983","839",0,1,0
"11110029652","2020/04/03","11ELECOM1983","815",0,1,0
"11110029652","2020/04/03","11ELECOM1983","487",0,1,0
"11110029652","2020/04/03","11ELECOM1983","50711",0,1,0
"11110029649","2020/04/03","11ELECOM16474","48819",82.5,1,82.5
"11110029649","2020/04/03","11ELECOM16474","605",0,1,0
"11110029649","2020/04/03","11ELECOM16474","839",0,1,0
"11110029649","2020/04/03","11ELECOM16474","50711",0,1,0
"11110029651","2020/04/03","11ELECOM16476","48842",100.83,1,100.83
"11110029651","2020/04/03","11ELECOM16476","487",0,1,0
"11110029651","2020/04/03","11ELECOM16476","815",0,1,0
"11110029651","2020/04/03","11ELECOM16476","839",0,1,0
"11110029651","2020/04/03","11ELECOM16476","50539",0,1,0
"11110029651","2020/04/03","11ELECOM16476","808",0,1,0
"11110029654","2020/04/03","11ELECOM12093","48827",52.08,1,52.08
"11110029654","2020/04/03","11ELECOM12093","50711",0,1,0
"11110029654","2020/04/03","11ELECOM12093","809",0,1,0
"11110029654","2020/04/03","11ELECOM12093","808",0,1,0
"11110029655","2020/04/03","11ELECOM16477","48816",28.75,1,28.75
"11110029655","2020/04/03","11ELECOM16477","243",25,1,25
"11110029655","2020/04/03","11ELECOM16477","110",23.33,1,23.33
"11110029655","2020/04/03","11ELECOM16477","183",31.67,1,31.67
"11110029655","2020/04/03","11ELECOM16477","815",0,1,0
"11110029655","2020/04/03","11ELECOM16477","810",0,1,0
"11110029655","2020/04/03","11ELECOM16477","50711",0,1,0
"11110029655","2020/04/03","11ELECOM16477","808",0,1,0
"11110029655","2020/04/03","11ELECOM16477","839",0,1,0
"11110029656","2020/04/03","11ELECOM16363","809",0,1,0
"11110029656","2020/04/03","11ELECOM16363","810",0,1,0
"11110029657","2020/04/03","11ELECOM7385","48901",165.83,1,165.83
"11110029657","2020/04/03","11ELECOM7385","815",0,1,0
"11110029657","2020/04/03","11ELECOM7385","50711",0,1,0
"11110029657","2020/04/03","11ELECOM7385","605",0,1,0
"11110029657","2020/04/03","11ELECOM7385","810",0,1,0
"11110029657","2020/04/03","11ELECOM7385","839",0,1,0
"11110029658","2020/04/03","11ELECOM15852","48816",28.75,1,28.75
"11110029658","2020/04/03","11ELECOM15852","179",24.58,1,24.58
"11110029658","2020/04/03","11ELECOM15852","48863",25,1,25
"11110029658","2020/04/03","11ELECOM15852","50210",16.67,1,16.67
"11110029658","2020/04/03","11ELECOM15852","50711",0,1,0
"11110029658","2020/04/03","11ELECOM15852","809",0,1,0
"11110029658","2020/04/03","11ELECOM15852","810",0,1,0
"11110029658","2020/04/03","11ELECOM15852","605",0,1,0
"11110029658","2020/04/03","11ELECOM15852","839",0,1,0
"11110029660","2020/04/03","11ELECOM14891","48873",104.17,1,104.17
"11110029660","2020/04/03","11ELECOM14891","50711",0,1,0
"11110029660","2020/04/03","11ELECOM14891","815",0,1,0
"11110029660","2020/04/03","11ELECOM14891","50444",0,1,0
"11110029660","2020/04/03","11ELECOM14891","487",0,1,0
"11110029660","2020/04/03","11ELECOM14891","808",0,1,0
"11110029662","2020/04/03","11ELECOM13986","48815",32.08,1,32.08
"11110029662","2020/04/03","11ELECOM13986","605",0,1,0
"11110029665","2020/04/03","11ELECOM16480","265",26.67,1,26.67
"11110029665","2020/04/03","11ELECOM16480","487",0,1,0
"11110029667","2020/04/03","11ELECOM8029","154",28.33,1,28.33
"11110029667","2020/04/03","11ELECOM8029","50711",0,1,0
"11110029668","2020/04/03","11ELECOM4251","48817",30,1,30
"11110029668","2020/04/03","11ELECOM4251","50711",0,1,0
"11110029669","2020/04/03","11ELECOM2961","50244",40.83,1,40.83
"11110029669","2020/04/03","11ELECOM2961","50726",28.75,1,28.75
"11110029669","2020/04/03","11ELECOM2961","172",49.17,1,49.17
"11110029669","2020/04/03","11ELECOM2961","50711",0,1,0
"11110029669","2020/04/03","11ELECOM2961","487",0,1,0
"11110029669","2020/04/03","11ELECOM2961","50444",0,1,0
"11110029669","2020/04/03","11ELECOM2961","605",0,1,0
"11110029669","2020/04/03","11ELECOM2961","809",0,1,0
"11110029671","2020/04/03","11ELECOM1259","48817",60,2,30
"11110029671","2020/04/03","11ELECOM1259","605",0,1,0
"11110029671","2020/04/03","11ELECOM1259","815",0,1,0
"11110029671","2020/04/03","11ELECOM1259","50711",0,1,0
"11110029674","2020/04/03","11ELECOM16481","50244",40.83,1,40.83
"11110029674","2020/04/03","11ELECOM16481","189",40.83,1,40.83
"11110029674","2020/04/03","11ELECOM16481","226",18.75,1,18.75
"11110029674","2020/04/03","11ELECOM16481","605",0,1,0
"11110029674","2020/04/03","11ELECOM16481","815",0,1,0
"11110029674","2020/04/03","11ELECOM16481","810",0,1,0
"11110029674","2020/04/03","11ELECOM16481","50711",0,1,0
"11110029674","2020/04/03","11ELECOM16481","809",0,1,0
"11110029675","2020/04/03","11ELECOM2734","170",24.58,1,24.58
"11110029675","2020/04/03","11ELECOM2734","173",32.92,1,32.92
"11110029675","2020/04/03","11ELECOM2734","810",0,1,0
"11110029675","2020/04/03","11ELECOM2734","808",0,1,0
"11110029675","2020/04/03","11ELECOM2734","487",0,1,0
"11110029676","2020/04/03","11ELECOM13396","48819",82.5,1,82.5
"11110029677","2020/04/03","11ELECOM4004","231",34.58,1,34.58
"11110029677","2020/04/03","11ELECOM4004","230",41.25,1,41.25
"11110029677","2020/04/03","11ELECOM4004","225",18.75,1,18.75
"11110029677","2020/04/03","11ELECOM4004","50711",0,1,0
"11110029677","2020/04/03","11ELECOM4004","810",0,1,0
"11110029677","2020/04/03","11ELECOM4004","815",0,1,0
"11110029677","2020/04/03","11ELECOM4004","605",0,1,0
"11110029677","2020/04/03","11ELECOM4004","487",0,1,0
"11110029678","2020/04/03","11ELECOM5559","179",24.58,1,24.58
"11110029678","2020/04/03","11ELECOM5559","228",18.75,1,18.75
"11110029678","2020/04/03","11ELECOM5559","164",18.75,1,18.75
"11110029678","2020/04/03","11ELECOM5559","605",0,1,0
"11110029678","2020/04/03","11ELECOM5559","50711",0,1,0
"11110029678","2020/04/03","11ELECOM5559","50539",0,1,0
"11110029678","2020/04/03","11ELECOM5559","173",32.92,1,32.92
"11110029678","2020/04/03","11ELECOM5559","815",0,1,0
"11110029678","2020/04/03","11ELECOM5559","809",0,1,0
"11110029678","2020/04/03","11ELECOM5559","50444",0,1,0
"11110029678","2020/04/03","11ELECOM5559","839",0,1,0
"11110029678","2020/04/03","11ELECOM5559","487",0,1,0
"11110029680","2020/04/03","11ELECOM16482","283",25,1,25
"11110029680","2020/04/03","11ELECOM16482","487",0,1,0
"11110029680","2020/04/03","11ELECOM16482","810",0,1,0
"11110029680","2020/04/03","11ELECOM16482","815",0,1,0
"11110029680","2020/04/03","11ELECOM16482","605",0,1,0
"11110029680","2020/04/03","11ELECOM16482","48840",60,1,60
"11110029680","2020/04/03","11ELECOM16482","839",0,1,0
"11110029681","2020/04/03","11ELECOM16483","48872",14,1,14
"11110029682","2020/04/03","11ELECOM16484","81062",100,1,100
"11110029684","2020/04/03","11ELECOM16485","48904",56.67,1,56.67
"11110029684","2020/04/03","11ELECOM16485","50711",0,1,0
"11110029684","2020/04/03","11ELECOM16485","815",0,1,0
"11110029684","2020/04/03","11ELECOM16485","605",0,1,0
"11110029685","2020/04/03","11ELECOM16486","214",37.5,2,18.75
"11110029686","2020/04/03","11ELECOM16487","48809",47.46,1,47.46
"11110029686","2020/04/03","11ELECOM16487","50711",0,1,0
"11110029687","2020/04/03","11ELECOM6538","274",79.17,1,79.17
"11110029687","2020/04/03","11ELECOM6538","605",0,1,0
"11110029687","2020/04/03","11ELECOM6538","50711",0,1,0
"11110029687","2020/04/03","11ELECOM6538","50444",0,1,0
"11110029689","2020/04/03","11ELECOM8524","267",66.67,1,66.67
"11110029689","2020/04/03","11ELECOM8524","605",0,1,0
"11110029689","2020/04/03","11ELECOM8524","810",0,1,0
"11110029689","2020/04/03","11ELECOM8524","839",0,1,0
"11110029690","2020/04/03","11ELECOM16488","48857",145.83,1,145.83
"11110029690","2020/04/03","11ELECOM16488","50711",0,1,0
"11110029690","2020/04/03","11ELECOM16488","839",0,1,0
"11110029690","2020/04/03","11ELECOM16488","809",0,1,0
"11110029690","2020/04/03","11ELECOM16488","605",0,1,0
"11110029690","2020/04/03","11ELECOM16488","808",0,1,0
"11110029683","2020/04/03","11ELECOM16489","48842",100.83,1,100.83
"11110029683","2020/04/03","11ELECOM16489","50539",0,1,0
"11110029683","2020/04/03","11ELECOM16489","815",0,1,0
"11110029683","2020/04/03","11ELECOM16489","810",0,1,0
"11110029683","2020/04/03","11ELECOM16489","50711",0,1,0
"11110029683","2020/04/03","11ELECOM16489","487",0,1,0
"11110029692","2020/04/03","11ELECOM16491","48815",32.08,1,32.08
"11110029692","2020/04/03","11ELECOM16491","839",0,1,0
"11110029694","2020/04/03","11ELECOM10538","274",79.17,1,79.17
"11110029694","2020/04/03","11ELECOM10538","485",5.83,1,5.83
"11110029694","2020/04/03","11ELECOM10538","605",0,1,0
"11110029694","2020/04/03","11ELECOM10538","815",0,1,0
"11110029695","2020/04/03","11ELECOM16492","48814",28.75,1,28.75
"11110029695","2020/04/03","11ELECOM16492","265",26.67,1,26.67
"11110029695","2020/04/03","11ELECOM16492","815",0,1,0
"11110029695","2020/04/03","11ELECOM16492","50539",0,1,0
"11110029695","2020/04/03","11ELECOM16492","487",0,1,0
"11110029696","2020/04/03","11ELECOM16493","48872",14,1,14
"11110029696","2020/04/03","11ELECOM16493","48870",13.33,1,13.33
"11110029696","2020/04/03","11ELECOM16493","815",0,1,0
"11110029697","2020/04/03","11ELECOM15831","265",26.67,1,26.67
"11110029697","2020/04/03","11ELECOM15831","605",0,1,0
"11110029697","2020/04/03","11ELECOM15831","810",0,1,0
"11110029698","2020/04/03","11ELECOM16494","48861",55.83,1,55.83
"11110029698","2020/04/03","11ELECOM16494","50711",0,1,0
"11110029698","2020/04/03","11ELECOM16494","809",0,1,0
"11110029698","2020/04/03","11ELECOM16494","48817",30,1,30
"11110029698","2020/04/03","11ELECOM16494","810",0,1,0
"11110029698","2020/04/03","11ELECOM16494","839",0,1,0
"11110029698","2020/04/03","11ELECOM16494","809",0,1,0
"11110029699","2020/04/03","11ELECOM16495","48819",82.5,1,82.5
"11110029699","2020/04/03","11ELECOM16495","815",0,1,0
"11110029699","2020/04/03","11ELECOM16495","605",0,1,0
"11110029699","2020/04/03","11ELECOM16495","810",0,1,0
"11110029700","2020/04/03","11ELECOM16496","340",32.08,1,32.08
"11110029700","2020/04/03","11ELECOM16496","815",0,1,0
"11110029700","2020/04/03","11ELECOM16496","273",52.5,1,52.5
"11110029700","2020/04/03","11ELECOM16496","605",0,1,0
"11110029700","2020/04/03","11ELECOM16496","815",0,1,0
"11110029700","2020/04/03","11ELECOM16496","50711",0,1,0
"11110029700","2020/04/03","11ELECOM16496","809",0,1,0
"11110029703","2020/04/03","11ELECOM16497","48818",45.42,1,45.42
"11110029703","2020/04/03","11ELECOM16497","605",0,1,0
"11110029703","2020/04/03","11ELECOM16497","768",5.75,1,5.75
"11110029705","2020/04/03","11ELECOM16500","48819",82.5,1,82.5
"11110029705","2020/04/03","11ELECOM16500","810",0,1,0
"11110029705","2020/04/03","11ELECOM16500","605",0,1,0
"11110029705","2020/04/03","11ELECOM16500","815",0,1,0
"11110029702","2020/04/03","11ELECOM15186","48842",100.83,1,100.83
"11110029702","2020/04/03","11ELECOM15186","50444",0,1,0
"11110029702","2020/04/03","11ELECOM15186","50539",0,1,0
"11110029702","2020/04/03","11ELECOM15186","810",0,1,0
"11110029702","2020/04/03","11ELECOM15186","808",0,1,0
"11110029702","2020/04/03","11ELECOM15186","809",0,1,0
"11110029706","2020/04/03","11ELECOM15751","50190",0,1,0
"11110029706","2020/04/03","11ELECOM15751","50191",0,1,0
"11110029706","2020/04/03","11ELECOM15751","50192",0,1,0
"11110029706","2020/04/03","11ELECOM15751","26970",0,1,0
"11110029707","2020/04/03","11ELECOM4671","48904",56.67,1,56.67
"11110029707","2020/04/03","11ELECOM4671","809",0,1,0
"11110029707","2020/04/03","11ELECOM4671","487",0,1,0
